AFR,CLT1,FuelPres,MAP,MAT,OilPres,OilTemp,RPM,VSS
0.0,85.5999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4134.0,22.600000381469727
0.0,85.5999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4135.0,22.700000762939453
0.0,85.5999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4136.0,22.700000762939453
0.0,85.5999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4137.0,22.700000762939453
0.0,85.5999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4138.0,22.700000762939453
0.0,85.69999694824219,0.0,0.0,0.0,36.5,0.0,4151.0,23.0
0.0,85.69999694824219,0.0,0.0,0.0,36.5,0.0,4152.0,23.0
0.0,85.69999694824219,0.0,0.0,0.0,36.5,0.0,4153.0,23.0
0.0,85.69999694824219,0.0,0.0,0.0,36.5,0.0,4154.0,23.0
0.0,85.69999694824219,0.0,0.0,0.0,36.5,0.0,4155.0,23.100000381469727
0.0,85.69999694824219,0.0,0.0,0.0,36.5,0.0,4156.0,23.100000381469727
0.0,85.69999694824219,0.0,0.0,0.0,36.5,0.0,4157.0,23.100000381469727
0.0,85.69999694824219,0.0,0.0,0.0,36.5,0.0,4158.0,23.100000381469727
0.0,85.69999694824219,0.0,0.0,0.0,36.5,0.0,4159.0,23.100000381469727
0.0,85.80000305175781,0.0,0.0,0.0,36.599998474121094,0.0,4160.0,23.200000762939453
0.0,85.80000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4172.0,23.399999618530273
0.0,85.80000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4173.0,23.399999618530273
0.0,85.80000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4174.0,23.399999618530273
0.0,85.80000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4175.0,23.5
0.0,85.80000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4176.0,23.5
0.0,85.80000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4177.0,23.5
0.0,85.80000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4178.0,23.5
0.0,85.80000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4179.0,23.5
0.0,85.9000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4191.0,23.799999237060547
0.0,85.9000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4192.0,23.799999237060547
0.0,85.9000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4193.0,23.799999237060547
0.0,85.9000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4194.0,23.799999237060547
0.0,85.9000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4195.0,23.899999618530273
0.0,85.9000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4196.0,23.899999618530273
0.0,85.9000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4197.0,23.899999618530273
0.0,85.9000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4198.0,23.899999618530273
0.0,86.0,0.0,0.0,0.0,37.099998474121094,0.0,4211.0,24.200000762939453
0.0,86.0,0.0,0.0,0.0,37.099998474121094,0.0,4212.0,24.200000762939453
0.0,86.0,0.0,0.0,0.0,37.099998474121094,0.0,4213.0,24.200000762939453
0.0,86.0,0.0,0.0,0.0,37.099998474121094,0.0,4214.0,24.200000762939453
0.0,86.0,0.0,0.0,0.0,37.099998474121094,0.0,4215.0,24.299999237060547
0.0,86.0,0.0,0.0,0.0,37.099998474121094,0.0,4216.0,24.299999237060547
0.0,86.0,0.0,0.0,0.0,37.099998474121094,0.0,4217.0,24.299999237060547
0.0,86.0,0.0,0.0,0.0,37.099998474121094,0.0,4218.0,24.299999237060547
0.0,86.0,0.0,0.0,0.0,37.099998474121094,0.0,4219.0,24.299999237060547
0.0,86.0999984741211,0.0,0.0,0.0,37.20000076293945,0.0,4220.0,24.399999618530273
0.0,86.0999984741211,0.0,0.0,0.0,37.29999923706055,0.0,4232.0,24.600000381469727
0.0,86.0999984741211,0.0,0.0,0.0,37.29999923706055,0.0,4233.0,24.600000381469727
0.0,86.0999984741211,0.0,0.0,0.0,37.29999923706055,0.0,4234.0,24.600000381469727
0.0,86.0999984741211,0.0,0.0,0.0,37.29999923706055,0.0,4235.0,24.700000762939453
0.0,86.0999984741211,0.0,0.0,0.0,37.29999923706055,0.0,4236.0,24.700000762939453
0.0,86.0999984741211,0.0,0.0,0.0,37.29999923706055,0.0,4237.0,24.700000762939453
0.0,86.0999984741211,0.0,0.0,0.0,37.29999923706055,0.0,4238.0,24.700000762939453
0.0,86.0999984741211,0.0,0.0,0.0,37.29999923706055,0.0,4239.0,24.700000762939453
0.0,86.19999694824219,0.0,0.0,0.0,37.5,0.0,4252.0,25.0
0.0,86.19999694824219,0.0,0.0,0.0,37.5,0.0,4253.0,25.0
0.0,86.19999694824219,0.0,0.0,0.0,37.5,0.0,4254.0,25.0
0.0,86.19999694824219,0.0,0.0,0.0,37.5,0.0,4255.0,25.100000381469727
0.0,86.19999694824219,0.0,0.0,0.0,37.5,0.0,4256.0,25.100000381469727
0.0,86.19999694824219,0.0,0.0,0.0,37.5,0.0,4257.0,25.100000381469727
0.0,86.19999694824219,0.0,0.0,0.0,37.5,0.0,4258.0,25.100000381469727
0.0,86.19999694824219,0.0,0.0,0.0,37.5,0.0,4259.0,25.100000381469727
0.0,86.30000305175781,0.0,0.0,0.0,37.70000076293945,0.0,4271.0,25.399999618530273
0.0,86.30000305175781,0.0,0.0,0.0,37.70000076293945,0.0,4272.0,25.399999618530273
0.0,86.30000305175781,0.0,0.0,0.0,37.70000076293945,0.0,4273.0,25.399999618530273
0.0,86.30000305175781,0.0,0.0,0.0,37.70000076293945,0.0,4274.0,25.399999618530273
0.0,86.30000305175781,0.0,0.0,0.0,37.70000076293945,0.0,4275.0,25.5
0.0,86.30000305175781,0.0,0.0,0.0,37.70000076293945,0.0,4276.0,25.5
0.0,86.30000305175781,0.0,0.0,0.0,37.70000076293945,0.0,4277.0,25.5
0.0,86.30000305175781,0.0,0.0,0.0,37.70000076293945,0.0,4278.0,25.5
0.0,86.30000305175781,0.0,0.0,0.0,37.70000076293945,0.0,4279.0,25.5
0.0,86.4000015258789,0.0,0.0,0.0,37.79999923706055,0.0,4280.0,25.600000381469727
0.0,86.4000015258789,0.0,0.0,0.0,37.900001525878906,0.0,4292.0,25.799999237060547
0.0,86.4000015258789,0.0,0.0,0.0,37.900001525878906,0.0,4293.0,25.799999237060547
0.0,86.4000015258789,0.0,0.0,0.0,37.900001525878906,0.0,4294.0,25.799999237060547
0.0,86.4000015258789,0.0,0.0,0.0,37.900001525878906,0.0,4295.0,25.899999618530273
0.0,86.4000015258789,0.0,0.0,0.0,37.900001525878906,0.0,4296.0,25.899999618530273
0.0,86.4000015258789,0.0,0.0,0.0,37.900001525878906,0.0,4297.0,25.899999618530273
0.0,86.4000015258789,0.0,0.0,0.0,37.900001525878906,0.0,4298.0,25.899999618530273
0.0,86.4000015258789,0.0,0.0,0.0,37.900001525878906,0.0,4299.0,25.899999618530273
0.0,86.5,0.0,0.0,0.0,38.099998474121094,0.0,4312.0,26.200000762939453
0.0,86.5,0.0,0.0,0.0,38.099998474121094,0.0,4313.0,26.200000762939453
0.0,86.5,0.0,0.0,0.0,38.099998474121094,0.0,4314.0,26.200000762939453
0.0,86.5,0.0,0.0,0.0,38.099998474121094,0.0,4315.0,26.299999237060547
0.0,86.5,0.0,0.0,0.0,38.099998474121094,0.0,4316.0,26.299999237060547
0.0,86.5,0.0,0.0,0.0,38.099998474121094,0.0,4317.0,26.299999237060547
0.0,86.5,0.0,0.0,0.0,38.099998474121094,0.0,4318.0,26.299999237060547
0.0,86.5,0.0,0.0,0.0,38.099998474121094,0.0,4319.0,26.299999237060547
0.0,86.5999984741211,0.0,0.0,0.0,38.29999923706055,0.0,4331.0,26.600000381469727
0.0,86.5999984741211,0.0,0.0,0.0,38.29999923706055,0.0,4332.0,26.600000381469727
0.0,86.5999984741211,0.0,0.0,0.0,38.29999923706055,0.0,4333.0,26.600000381469727
0.0,86.5999984741211,0.0,0.0,0.0,38.29999923706055,0.0,4334.0,26.600000381469727
0.0,86.5999984741211,0.0,0.0,0.0,38.29999923706055,0.0,4335.0,26.700000762939453
0.0,86.5999984741211,0.0,0.0,0.0,38.29999923706055,0.0,4336.0,26.700000762939453
0.0,86.5999984741211,0.0,0.0,0.0,38.29999923706055,0.0,4337.0,26.700000762939453
0.0,86.5999984741211,0.0,0.0,0.0,38.29999923706055,0.0,4338.0,26.700000762939453
0.0,86.5999984741211,0.0,0.0,0.0,38.29999923706055,0.0,4339.0,26.700000762939453
0.0,86.69999694824219,0.0,0.0,0.0,38.400001525878906,0.0,4340.0,26.799999237060547
0.0,86.69999694824219,0.0,0.0,0.0,38.5,0.0,4353.0,27.0
0.0,86.69999694824219,0.0,0.0,0.0,38.5,0.0,4354.0,27.0
0.0,86.69999694824219,0.0,0.0,0.0,38.5,0.0,4355.0,27.100000381469727
0.0,86.69999694824219,0.0,0.0,0.0,38.5,0.0,4356.0,27.100000381469727
0.0,86.69999694824219,0.0,0.0,0.0,38.5,0.0,4357.0,27.100000381469727
0.0,86.69999694824219,0.0,0.0,0.0,38.5,0.0,4358.0,27.100000381469727
0.0,86.69999694824219,0.0,0.0,0.0,38.5,0.0,4359.0,27.100000381469727
0.0,86.80000305175781,0.0,0.0,0.0,38.599998474121094,0.0,4360.0,27.200000762939453
0.0,86.80000305175781,0.0,0.0,0.0,38.70000076293945,0.0,4372.0,27.399999618530273
0.0,86.80000305175781,0.0,0.0,0.0,38.70000076293945,0.0,4373.0,27.399999618530273
0.0,86.80000305175781,0.0,0.0,0.0,38.70000076293945,0.0,4374.0,27.399999618530273
0.0,86.80000305175781,0.0,0.0,0.0,38.70000076293945,0.0,4375.0,27.5
0.0,86.80000305175781,0.0,0.0,0.0,38.70000076293945,0.0,4376.0,27.5
0.0,86.80000305175781,0.0,0.0,0.0,38.70000076293945,0.0,4377.0,27.5
0.0,86.80000305175781,0.0,0.0,0.0,38.70000076293945,0.0,4378.0,27.5
0.0,86.80000305175781,0.0,0.0,0.0,38.70000076293945,0.0,4379.0,27.5
0.0,86.9000015258789,0.0,0.0,0.0,38.900001525878906,0.0,4392.0,27.799999237060547
0.0,86.9000015258789,0.0,0.0,0.0,38.900001525878906,0.0,4393.0,27.799999237060547
0.0,86.9000015258789,0.0,0.0,0.0,38.900001525878906,0.0,4394.0,27.799999237060547
0.0,86.9000015258789,0.0,0.0,0.0,38.900001525878906,0.0,4395.0,27.899999618530273
0.0,86.9000015258789,0.0,0.0,0.0,38.900001525878906,0.0,4396.0,27.899999618530273
0.0,86.9000015258789,0.0,0.0,0.0,38.900001525878906,0.0,4397.0,27.899999618530273
0.0,86.9000015258789,0.0,0.0,0.0,38.900001525878906,0.0,4398.0,27.899999618530273
0.0,86.9000015258789,0.0,0.0,0.0,38.900001525878906,0.0,4399.0,27.899999618530273
0.0,87.0,0.0,0.0,0.0,39.0,0.0,4400.0,28.0
0.0,87.0,0.0,0.0,0.0,39.0,0.0,4401.0,28.0
0.0,87.0,0.0,0.0,0.0,39.099998474121094,0.0,4413.0,28.200000762939453
0.0,87.0,0.0,0.0,0.0,39.099998474121094,0.0,4414.0,28.200000762939453
0.0,87.0,0.0,0.0,0.0,39.099998474121094,0.0,4415.0,28.299999237060547
0.0,87.0,0.0,0.0,0.0,39.099998474121094,0.0,4416.0,28.299999237060547
0.0,87.0,0.0,0.0,0.0,39.099998474121094,0.0,4417.0,28.299999237060547
0.0,87.0,0.0,0.0,0.0,39.099998474121094,0.0,4418.0,28.299999237060547
0.0,87.0,0.0,0.0,0.0,39.099998474121094,0.0,4419.0,28.299999237060547
0.0,87.0999984741211,0.0,0.0,0.0,39.20000076293945,0.0,4420.0,28.399999618530273
0.0,87.0999984741211,0.0,0.0,0.0,39.29999923706055,0.0,4432.0,28.600000381469727
0.0,87.0999984741211,0.0,0.0,0.0,39.29999923706055,0.0,4433.0,28.600000381469727
0.0,87.0999984741211,0.0,0.0,0.0,39.29999923706055,0.0,4434.0,28.600000381469727
0.0,87.0999984741211,0.0,0.0,0.0,39.29999923706055,0.0,4435.0,28.700000762939453
0.0,87.0999984741211,0.0,0.0,0.0,39.29999923706055,0.0,4436.0,28.700000762939453
0.0,87.0999984741211,0.0,0.0,0.0,39.29999923706055,0.0,4437.0,28.700000762939453
0.0,87.0999984741211,0.0,0.0,0.0,39.29999923706055,0.0,4438.0,28.700000762939453
0.0,87.0999984741211,0.0,0.0,0.0,39.29999923706055,0.0,4439.0,28.700000762939453
0.0,87.19999694824219,0.0,0.0,0.0,39.5,0.0,4452.0,29.0
0.0,87.19999694824219,0.0,0.0,0.0,39.5,0.0,4453.0,29.0
0.0,87.19999694824219,0.0,0.0,0.0,39.5,0.0,4454.0,29.0
0.0,87.19999694824219,0.0,0.0,0.0,39.5,0.0,4455.0,29.100000381469727
0.0,87.19999694824219,0.0,0.0,0.0,39.5,0.0,4456.0,29.100000381469727
0.0,87.19999694824219,0.0,0.0,0.0,39.5,0.0,4457.0,29.100000381469727
0.0,87.19999694824219,0.0,0.0,0.0,39.5,0.0,4458.0,29.100000381469727
0.0,87.19999694824219,0.0,0.0,0.0,39.5,0.0,4459.0,29.100000381469727
0.0,87.30000305175781,0.0,0.0,0.0,39.599998474121094,0.0,4460.0,29.200000762939453
0.0,87.30000305175781,0.0,0.0,0.0,39.599998474121094,0.0,4461.0,29.200000762939453
0.0,87.30000305175781,0.0,0.0,0.0,39.70000076293945,0.0,4473.0,29.399999618530273
0.0,87.30000305175781,0.0,0.0,0.0,39.70000076293945,0.0,4474.0,29.399999618530273
0.0,87.30000305175781,0.0,0.0,0.0,39.70000076293945,0.0,4475.0,29.5
0.0,87.30000305175781,0.0,0.0,0.0,39.70000076293945,0.0,4476.0,29.5
0.0,87.30000305175781,0.0,0.0,0.0,39.70000076293945,0.0,4477.0,29.5
0.0,87.30000305175781,0.0,0.0,0.0,39.70000076293945,0.0,4478.0,29.5
0.0,87.30000305175781,0.0,0.0,0.0,39.70000076293945,0.0,4479.0,29.5
0.0,87.4000015258789,0.0,0.0,0.0,39.79999923706055,0.0,4480.0,29.600000381469727
0.0,87.4000015258789,0.0,0.0,0.0,39.900001525878906,0.0,4493.0,29.799999237060547
0.0,87.4000015258789,0.0,0.0,0.0,39.900001525878906,0.0,4494.0,29.799999237060547
0.0,87.4000015258789,0.0,0.0,0.0,39.900001525878906,0.0,4495.0,29.899999618530273
0.0,87.4000015258789,0.0,0.0,0.0,39.900001525878906,0.0,4496.0,29.899999618530273
0.0,87.4000015258789,0.0,0.0,0.0,39.900001525878906,0.0,4497.0,29.899999618530273
0.0,87.4000015258789,0.0,0.0,0.0,39.900001525878906,0.0,4498.0,29.899999618530273
0.0,87.4000015258789,0.0,0.0,0.0,39.900001525878906,0.0,4499.0,29.899999618530273
0.0,87.5,0.0,0.0,0.0,35.0,0.0,4500.0,30.0
0.0,87.5,0.0,0.0,0.0,35.099998474121094,0.0,4512.0,30.200000762939453
0.0,87.5,0.0,0.0,0.0,35.099998474121094,0.0,4513.0,30.200000762939453
0.0,87.5,0.0,0.0,0.0,35.099998474121094,0.0,4514.0,30.200000762939453
0.0,87.5,0.0,0.0,0.0,35.099998474121094,0.0,4515.0,30.299999237060547
0.0,87.5,0.0,0.0,0.0,35.099998474121094,0.0,4516.0,30.299999237060547
0.0,87.5,0.0,0.0,0.0,35.099998474121094,0.0,4517.0,30.299999237060547
0.0,87.5,0.0,0.0,0.0,35.099998474121094,0.0,4518.0,30.299999237060547
0.0,87.5,0.0,0.0,0.0,35.099998474121094,0.0,4519.0,30.299999237060547
0.0,87.5999984741211,0.0,0.0,0.0,35.20000076293945,0.0,4520.0,30.399999618530273
0.0,87.5999984741211,0.0,0.0,0.0,35.20000076293945,0.0,4521.0,30.399999618530273
0.0,87.5999984741211,0.0,0.0,0.0,35.29999923706055,0.0,4534.0,30.600000381469727
0.0,87.5999984741211,0.0,0.0,0.0,35.29999923706055,0.0,4535.0,30.700000762939453
0.0,87.5999984741211,0.0,0.0,0.0,35.29999923706055,0.0,4536.0,30.700000762939453
0.0,87.5999984741211,0.0,0.0,0.0,35.29999923706055,0.0,4537.0,30.700000762939453
0.0,87.5999984741211,0.0,0.0,0.0,35.29999923706055,0.0,4538.0,30.700000762939453
0.0,87.5999984741211,0.0,0.0,0.0,35.29999923706055,0.0,4539.0,30.700000762939453
0.0,87.69999694824219,0.0,0.0,0.0,35.400001525878906,0.0,4540.0,30.799999237060547
0.0,87.69999694824219,0.0,0.0,0.0,35.400001525878906,0.0,4541.0,30.799999237060547
0.0,87.69999694824219,0.0,0.0,0.0,35.5,0.0,4553.0,31.0
0.0,87.69999694824219,0.0,0.0,0.0,35.5,0.0,4554.0,31.0
0.0,87.69999694824219,0.0,0.0,0.0,35.5,0.0,4555.0,31.100000381469727
0.0,87.69999694824219,0.0,0.0,0.0,35.5,0.0,4556.0,31.100000381469727
0.0,87.69999694824219,0.0,0.0,0.0,35.5,0.0,4557.0,31.100000381469727
0.0,87.69999694824219,0.0,0.0,0.0,35.5,0.0,4558.0,31.100000381469727
0.0,87.69999694824219,0.0,0.0,0.0,35.5,0.0,4559.0,31.100000381469727
0.0,87.80000305175781,0.0,0.0,0.0,35.599998474121094,0.0,4560.0,31.200000762939453
0.0,87.80000305175781,0.0,0.0,0.0,35.70000076293945,0.0,4572.0,31.399999618530273
0.0,87.80000305175781,0.0,0.0,0.0,35.70000076293945,0.0,4573.0,31.399999618530273
0.0,87.80000305175781,0.0,0.0,0.0,35.70000076293945,0.0,4574.0,31.399999618530273
0.0,87.80000305175781,0.0,0.0,0.0,35.70000076293945,0.0,4575.0,31.5
0.0,87.80000305175781,0.0,0.0,0.0,35.70000076293945,0.0,4576.0,31.5
0.0,87.80000305175781,0.0,0.0,0.0,35.70000076293945,0.0,4577.0,31.5
0.0,87.80000305175781,0.0,0.0,0.0,35.70000076293945,0.0,4578.0,31.5
0.0,87.80000305175781,0.0,0.0,0.0,35.70000076293945,0.0,4579.0,31.5
0.0,87.9000015258789,0.0,0.0,0.0,35.79999923706055,0.0,4580.0,31.600000381469727
0.0,87.9000015258789,0.0,0.0,0.0,35.79999923706055,0.0,4581.0,31.600000381469727
0.0,87.9000015258789,0.0,0.0,0.0,35.900001525878906,0.0,4594.0,31.799999237060547
0.0,87.9000015258789,0.0,0.0,0.0,35.900001525878906,0.0,4595.0,31.899999618530273
0.0,87.9000015258789,0.0,0.0,0.0,35.900001525878906,0.0,4596.0,31.899999618530273
0.0,87.9000015258789,0.0,0.0,0.0,35.900001525878906,0.0,4597.0,31.899999618530273
0.0,87.9000015258789,0.0,0.0,0.0,35.900001525878906,0.0,4598.0,31.899999618530273
0.0,87.9000015258789,0.0,0.0,0.0,35.900001525878906,0.0,4599.0,31.899999618530273
0.0,88.0,0.0,0.0,0.0,36.0,0.0,4600.0,32.0
0.0,88.0,0.0,0.0,0.0,36.0,0.0,4601.0,32.0
0.0,88.0,0.0,0.0,0.0,36.099998474121094,0.0,4613.0,32.20000076293945
0.0,88.0,0.0,0.0,0.0,36.099998474121094,0.0,4614.0,32.20000076293945
0.0,88.0,0.0,0.0,0.0,36.099998474121094,0.0,4615.0,32.29999923706055
0.0,88.0,0.0,0.0,0.0,36.099998474121094,0.0,4616.0,32.29999923706055
0.0,88.0,0.0,0.0,0.0,36.099998474121094,0.0,4617.0,32.29999923706055
0.0,88.0,0.0,0.0,0.0,36.099998474121094,0.0,4618.0,32.29999923706055
0.0,88.0,0.0,0.0,0.0,36.099998474121094,0.0,4619.0,32.29999923706055
0.0,88.0999984741211,0.0,0.0,0.0,36.20000076293945,0.0,4620.0,32.400001525878906
0.0,88.0999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4633.0,32.599998474121094
0.0,88.0999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4634.0,32.599998474121094
0.0,88.0999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4635.0,32.70000076293945
0.0,88.0999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4636.0,32.70000076293945
0.0,88.0999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4637.0,32.70000076293945
0.0,88.0999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4638.0,32.70000076293945
0.0,88.0999984741211,0.0,0.0,0.0,36.29999923706055,0.0,4639.0,32.70000076293945
0.0,88.19999694824219,0.0,0.0,0.0,36.400001525878906,0.0,4640.0,32.79999923706055
0.0,88.19999694824219,0.0,0.0,0.0,36.400001525878906,0.0,4641.0,32.79999923706055
0.0,88.19999694824219,0.0,0.0,0.0,36.400001525878906,0.0,4642.0,32.79999923706055
0.0,88.19999694824219,0.0,0.0,0.0,36.5,0.0,4654.0,33.0
0.0,88.19999694824219,0.0,0.0,0.0,36.5,0.0,4655.0,33.099998474121094
0.0,88.19999694824219,0.0,0.0,0.0,36.5,0.0,4656.0,33.099998474121094
0.0,88.19999694824219,0.0,0.0,0.0,36.5,0.0,4657.0,33.099998474121094
0.0,88.19999694824219,0.0,0.0,0.0,36.5,0.0,4658.0,33.099998474121094
0.0,88.19999694824219,0.0,0.0,0.0,36.5,0.0,4659.0,33.099998474121094
0.0,88.30000305175781,0.0,0.0,0.0,36.599998474121094,0.0,4660.0,33.20000076293945
0.0,88.30000305175781,0.0,0.0,0.0,36.599998474121094,0.0,4661.0,33.20000076293945
0.0,88.30000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4674.0,33.400001525878906
0.0,88.30000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4675.0,33.5
0.0,88.30000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4676.0,33.5
0.0,88.30000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4677.0,33.5
0.0,88.30000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4678.0,33.5
0.0,88.30000305175781,0.0,0.0,0.0,36.70000076293945,0.0,4679.0,33.5
0.0,88.4000015258789,0.0,0.0,0.0,36.79999923706055,0.0,4680.0,33.599998474121094
0.0,88.4000015258789,0.0,0.0,0.0,36.79999923706055,0.0,4681.0,33.599998474121094
0.0,88.4000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4693.0,33.79999923706055
0.0,88.4000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4694.0,33.79999923706055
0.0,88.4000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4695.0,33.900001525878906
0.0,88.4000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4696.0,33.900001525878906
0.0,88.4000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4697.0,33.900001525878906
0.0,88.4000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4698.0,33.900001525878906
0.0,88.4000015258789,0.0,0.0,0.0,36.900001525878906,0.0,4699.0,33.900001525878906
0.0,88.5,0.0,0.0,0.0,37.0,0.0,4700.0,34.0
